text,words,tokens,group,complexity,source,length_matched
Patient presents with constipation. No weakness. No vomiting. No weight loss. No syncope. Vital signs stable. Neurological exam normal. Respiratory rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with dizziness. No focal deficits. No dyspnea. No vision changes. No fever. Vital signs stable. Neurological exam normal. Motor strength 5/5.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tremor. No trauma. No nausea. No weakness. No seizures. Vital signs stable. Sensory intact. Temperature normal.,19,24,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with abdominal pain. No night sweats. No weight loss. No chest pain. No nausea. Vital signs stable. Heart rate normal. Motor strength 5/5.,25,32,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tingling. No dyspnea. No focal deficits. No chills. No fever. Vital signs stable. Neurological exam normal. Gait normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with anxiety. No trauma. No bleeding. No focal deficits. No chills. Vital signs stable. Cardiovascular exam normal. Heart rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with vomiting. No recent illness. No focal deficits. No neck stiffness. No weight loss. Vital signs stable. Neurological exam normal. Heart rate normal.,25,32,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No weight loss. No trauma. No confusion. No nausea. Vital signs stable. Abdominal exam normal. Motor strength 5/5.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No dyspnea. No recent illness. No bleeding. No focal deficits. Vital signs stable. Blood pressure normal. Temperature normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tingling. No nausea. No photophobia. No chills. No chest pain. Vital signs stable. Cranial nerves intact. Abdominal exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with nausea. No recent illness. No bleeding. No syncope. No dyspnea. Vital signs stable. Blood pressure normal. Abdominal exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with cough. No palpitations. No focal deficits. No vomiting. No nausea. Vital signs stable. No focal deficits. Extremities exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with joint pain. No vomiting. No focal deficits. No night sweats. No photophobia. Vital signs stable. Reflexes 2+ symmetric. Motor strength 5/5.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with vision changes. No seizures. No weight loss. No vision changes. No syncope. Vital signs stable. Reflexes 2+ symmetric. Blood pressure normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with palpitations. No vomiting. No night sweats. No nausea. No dyspnea. Vital signs stable. Respiratory exam normal. No focal deficits.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with vomiting. No vision changes. No palpitations. No chest pain. No focal deficits. Vital signs stable. Blood pressure normal. Abdominal exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with nausea. No chills. No nausea. No dyspnea. No vision changes. Vital signs stable. Temperature normal. Neurological exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with palpitations. No vision changes. No chest pain. No bleeding. No night sweats. Vital signs stable. Neurological exam normal. Cardiovascular exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with palpitations. No bleeding. No weight loss. No neck stiffness. No night sweats. Vital signs stable. Cardiovascular exam normal. Respiratory exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with dizziness. No weight loss. No chest pain. No weakness. No vomiting. Vital signs stable. Respiratory rate normal. Temperature normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with seizure. No seizures. No trauma. No photophobia. No fever. Vital signs stable. Gait normal. Cranial nerves intact.,20,26,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with hearing loss. No vision changes. No seizures. No night sweats. No neck stiffness. Vital signs stable. Neurological exam normal. Abdominal exam normal.,25,32,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with weakness. No weight loss. No neck stiffness. No weakness. No fever. Vital signs stable. No focal deficits. Sensory intact.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with palpitations. No photophobia. No fever. No focal deficits. No chest pain. Vital signs stable. Motor strength 5/5. Neurological exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with anxiety. No vomiting. No focal deficits. No syncope. No vision changes. Vital signs stable. Blood pressure normal. No focal deficits.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with seizure. No bleeding. No dyspnea. No vomiting. No vision changes. Vital signs stable. Cranial nerves intact. Abdominal exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with cough. No photophobia. No night sweats. No weight loss. No neck stiffness. Vital signs stable. Gait normal. Skin exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No confusion. No seizures. No palpitations. No bleeding. Vital signs stable. Sensory intact. Cranial nerves intact.,20,26,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No dyspnea. No night sweats. No syncope. No confusion. Vital signs stable. Oxygen saturation normal. Respiratory exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with weight loss. No vomiting. No night sweats. No weight loss. No palpitations. Vital signs stable. Motor strength 5/5. Cardiovascular exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with fever. No weakness. No seizures. No trauma. No confusion. Vital signs stable. Sensory intact. Gait normal.,19,24,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with fever. No focal deficits. No photophobia. No vision changes. No seizures. Vital signs stable. Extremities exam normal. Abdominal exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with bleeding. No neck stiffness. No fever. No dyspnea. No vomiting. Vital signs stable. Neurological exam normal. Heart rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with dizziness. No night sweats. No seizures. No vomiting. No syncope. Vital signs stable. Skin exam normal. Abdominal exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No chest pain. No photophobia. No neck stiffness. No night sweats. Vital signs stable. Cranial nerves intact. Blood pressure normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with confusion. No vomiting. No chest pain. No bleeding. No confusion. Vital signs stable. Extremities exam normal. Cranial nerves intact.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with joint pain. No focal deficits. No seizures. No syncope. No nausea. Vital signs stable. Motor strength 5/5. Extremities exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with anxiety. No weakness. No confusion. No vision changes. No palpitations. Vital signs stable. Motor strength 5/5. Temperature normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with abdominal pain. No confusion. No vision changes. No weight loss. No neck stiffness. Vital signs stable. Skin exam normal. Extremities exam normal.,25,32,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with insomnia. No night sweats. No dyspnea. No recent illness. No syncope. Vital signs stable. Cranial nerves intact. Reflexes 2+ symmetric.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with confusion. No confusion. No recent illness. No trauma. No weakness. Vital signs stable. Respiratory exam normal. Abdominal exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with constipation. No nausea. No bleeding. No confusion. No dyspnea. Vital signs stable. Respiratory rate normal. No focal deficits.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with abdominal pain. No seizures. No photophobia. No fever. No trauma. Vital signs stable. Motor strength 5/5. Temperature normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with dyspnea. No night sweats. No weakness. No nausea. No dyspnea. Vital signs stable. Extremities exam normal. Respiratory exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with nausea. No chills. No syncope. No weakness. No photophobia. Vital signs stable. No focal deficits. Neurological exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with headache. No fever. No chest pain. No vision changes. No seizures. Vital signs stable. Reflexes 2+ symmetric. Abdominal exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with bleeding. No syncope. No weakness. No photophobia. No confusion. Vital signs stable. Reflexes 2+ symmetric. Sensory intact.,20,26,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with syncope. No photophobia. No chills. No chest pain. No seizures. Vital signs stable. Respiratory exam normal. Temperature normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with anxiety. No chills. No chest pain. No palpitations. No night sweats. Vital signs stable. Oxygen saturation normal. Extremities exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with headache. No trauma. No focal deficits. No weakness. No chest pain. Vital signs stable. Extremities exam normal. Gait normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with bleeding. No trauma. No seizures. No neck stiffness. No chills. Vital signs stable. Blood pressure normal. Sensory intact.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with vomiting. No chills. No weight loss. No trauma. No chest pain. Vital signs stable. Cardiovascular exam normal. Sensory intact.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with numbness. No photophobia. No palpitations. No dyspnea. No weight loss. Vital signs stable. Neurological exam normal. Motor strength 5/5.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with weight loss. No dyspnea. No weight loss. No night sweats. No nausea. Vital signs stable. Sensory intact. Respiratory exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with syncope. No recent illness. No night sweats. No chills. No neck stiffness. Vital signs stable. Sensory intact. Cardiovascular exam normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with swelling. No nausea. No confusion. No weakness. No chills. Vital signs stable. Respiratory rate normal. Reflexes 2+ symmetric.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with hearing loss. No syncope. No night sweats. No seizures. No bleeding. Vital signs stable. Skin exam normal. Blood pressure normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with fever. No fever. No photophobia. No trauma. No confusion. Vital signs stable. Respiratory rate normal. Extremities exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with back pain. No weakness. No syncope. No trauma. No weight loss. Vital signs stable. Temperature normal. Oxygen saturation normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with headache. No seizures. No bleeding. No vision changes. No palpitations. Vital signs stable. Extremities exam normal. Gait normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No syncope. No fever. No vision changes. No nausea. Vital signs stable. Oxygen saturation normal. Heart rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with back pain. No dyspnea. No nausea. No photophobia. No seizures. Vital signs stable. Neurological exam normal. Cardiovascular exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with numbness. No night sweats. No dyspnea. No trauma. No vomiting. Vital signs stable. Respiratory exam normal. Motor strength 5/5.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with diarrhea. No syncope. No weight loss. No fever. No bleeding. Vital signs stable. Reflexes 2+ symmetric. Respiratory rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with syncope. No bleeding. No seizures. No dyspnea. No chills. Vital signs stable. Skin exam normal. Neurological exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tremor. No fever. No photophobia. No focal deficits. No vomiting. Vital signs stable. Abdominal exam normal. Gait normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tremor. No chills. No bleeding. No chest pain. No fever. Vital signs stable. Cardiovascular exam normal. Respiratory rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with nausea. No palpitations. No vision changes. No trauma. No confusion. Vital signs stable. Abdominal exam normal. Respiratory rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with weakness. No weight loss. No trauma. No fever. No seizures. Vital signs stable. Oxygen saturation normal. Cranial nerves intact.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with diarrhea. No nausea. No weight loss. No confusion. No seizures. Vital signs stable. Temperature normal. Skin exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with tingling. No fever. No recent illness. No chest pain. No weakness. Vital signs stable. Respiratory rate normal. Oxygen saturation normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with palpitations. No weight loss. No vision changes. No photophobia. No chest pain. Vital signs stable. Reflexes 2+ symmetric. Cardiovascular exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with headache. No dyspnea. No chest pain. No weakness. No night sweats. Vital signs stable. Heart rate normal. Gait normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with insomnia. No syncope. No photophobia. No chills. No seizures. Vital signs stable. Cardiovascular exam normal. Neurological exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with bleeding. No chest pain. No vision changes. No syncope. No night sweats. Vital signs stable. Neurological exam normal. Temperature normal.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with syncope. No weakness. No syncope. No chills. No night sweats. Vital signs stable. Cranial nerves intact. Reflexes 2+ symmetric.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with headache. No focal deficits. No dyspnea. No confusion. No trauma. Vital signs stable. Cranial nerves intact. Respiratory exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with joint pain. No nausea. No photophobia. No dyspnea. No bleeding. Vital signs stable. No focal deficits. Gait normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with diarrhea. No photophobia. No weakness. No chills. No vision changes. Vital signs stable. Sensory intact. Skin exam normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with dyspnea. No vomiting. No focal deficits. No nausea. No fever. Vital signs stable. Oxygen saturation normal. Neurological exam normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with swelling. No fever. No bleeding. No vomiting. No seizures. Vital signs stable. Cardiovascular exam normal. Respiratory rate normal.,21,27,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with chest pain. No neck stiffness. No dyspnea. No seizures. No focal deficits. Vital signs stable. Abdominal exam normal. Heart rate normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with rash. No weight loss. No nausea. No trauma. No bleeding. Vital signs stable. Gait normal. Temperature normal.,20,26,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with anxiety. No fever. No chest pain. No photophobia. No palpitations. Vital signs stable. Cranial nerves intact. Heart rate normal.,22,28,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with weight loss. No recent illness. No night sweats. No focal deficits. No fever. Vital signs stable. Temperature normal. Extremities exam normal.,24,31,lengthcontrol_synth_moderate_simple,simple,synthetic,True
Patient presents with abdominal pain. No bleeding. No focal deficits. No vomiting. No photophobia. Vital signs stable. Respiratory exam normal. Motor strength 5/5.,23,29,lengthcontrol_synth_moderate_simple,simple,synthetic,True
